"Gene","Module"
"OGFRL1","turquoise"
"CHAC1","turquoise"
"LOC100653296","turquoise"
"NRSN2","turquoise"
"SMARCD2","turquoise"
"MVK","turquoise"
"CAB39L","turquoise"
"ECSIT","turquoise"
"TRIM29","turquoise"
"TFE3","turquoise"
"NCAM1","grey"
"FOCAD","turquoise"
"SPTLC3","blue"
"CHCHD6","turquoise"
"ENPP1","grey"
"TMEM159","turquoise"
"ALX1","turquoise"
"PLK3","turquoise"
"TCEB3","turquoise"
"ACVR2B","turquoise"
"CNPPD1","turquoise"
"KHSRP","turquoise"
"FRMD4B","grey"
"MUC1","grey"
"IPPK","turquoise"
"FZD7","turquoise"
"RBM14","turquoise"
"HOXA9","grey"
"ALPK2","turquoise"
"COASY","turquoise"
"RAB34","turquoise"
"NOG","turquoise"
"UST","turquoise"
"NSL1","turquoise"
"CDC37","turquoise"
"DGCR2","turquoise"
"SNORD116-6","blue"
"PARP9","grey"
"TPM2","grey"
"ASB13","turquoise"
"BVES","grey"
"CCDC134","turquoise"
"PTGR1","turquoise"
"ATP2B4","turquoise"
"SFXN3","turquoise"
"MRPS16","turquoise"
"SEMA3C","grey"
"MRPS27","turquoise"
"ANKFY1","turquoise"
"CLYBL","turquoise"
"FAM26E","turquoise"
"ZBTB9","turquoise"
"IGF2BP3","turquoise"
"TTC5","turquoise"
"RFFL","turquoise"
"GPRASP2","turquoise"
"SLFN13","brown"
"GPR161","turquoise"
"BPGM","turquoise"
"SORL1","grey"
"SKA1","turquoise"
"CYTIP","turquoise"
"FBXL18","turquoise"
"SNRNP40","turquoise"
"BCAR1","turquoise"
"ARL4D","turquoise"
"CLUH","turquoise"
"TRMT2B","turquoise"
"AIFM2","turquoise"
"MLLT11","grey"
"ZNF76","turquoise"
"SLX1A","turquoise"
"TRIM41","turquoise"
"LDLRAD3","turquoise"
"NQO1","turquoise"
"LCMT2","grey"
"PNPLA6","turquoise"
"PCDH10","turquoise"
"SLC7A7","grey"
"MTMR7","blue"
"NAALADL2","grey"
"CARD11","turquoise"
"AFAP1L1","turquoise"
"RNU5E-9P","turquoise"
"TNFRSF21","turquoise"
"LTBP3","turquoise"
"CASC10","turquoise"
"HPS4","turquoise"
"CYB5R2","grey"
"RHOF","turquoise"
"IP6K1","turquoise"
"GDPD5","turquoise"
"TMED3","turquoise"
"TMEM41A","turquoise"
"SMARCA1","grey"
"ANAPC5","turquoise"
"TMEM27","turquoise"
"GRTP1","turquoise"
"RN7SL704P","turquoise"
"BANF1","turquoise"
"RHOC","turquoise"
"NOC4L","turquoise"
"SNORD4A","turquoise"
"PADI1","turquoise"
"CWF19L1","turquoise"
"MYO1C","turquoise"
"ST3GAL3","turquoise"
"DGKD","turquoise"
"SLC1A4","turquoise"
"RNU11","turquoise"
"CHST3","turquoise"
"MPP4","turquoise"
"NHP2","turquoise"
"NUPR1","grey"
"ZNF704","turquoise"
"KLF12","turquoise"
"DDX39B","turquoise"
"EMC1","turquoise"
"CMTM4","turquoise"
"HIST1H2BC","turquoise"
"ZNF486","brown"
"ABCA12","grey"
"CECR5","turquoise"
"MDGA2","grey"
"CAD","turquoise"
"KCTD15","turquoise"
"CDH4","turquoise"
"PDDC1","turquoise"
"NDUFS2","turquoise"
"NFKBIZ","grey"
"HCAR1","turquoise"
"MAPK12","turquoise"
"PITPNC1","turquoise"
"PHF13","turquoise"
"UBA52","turquoise"
"CRYL1","turquoise"
"NSFL1C","turquoise"
"DHX30","turquoise"
"RRAGD","grey"
"CXCL5","grey"
"NEO1","grey"
"RAD51D","turquoise"
"ZNF649","turquoise"
"PNPLA4","turquoise"
"PTGES","turquoise"
"ANKRD36C","turquoise"
"MARCH4","turquoise"
"ADRBK1","turquoise"
"RGCC","grey"
"C8orf4","blue"
"ARHGAP31","turquoise"
"RN7SKP9","turquoise"
"ZNF737","grey"
"LPAR6","turquoise"
"CDKL2","blue"
"RALGPS2","grey"
"SMARCA2","grey"
"FBLN1","turquoise"
"SMPD4","turquoise"
"NR3C2","turquoise"
"FDFT1","turquoise"
"TBX18","turquoise"
"GPR63","turquoise"
"LARS2","turquoise"
"SREBF2","turquoise"
"ATRIP","turquoise"
"SNORD13","turquoise"
"ST6GAL1","turquoise"
"MPZL3","turquoise"
"PTGES3L-AARSD1","turquoise"
"CRIPAK","turquoise"
"IRAK1","turquoise"
"EEF1A1P13","turquoise"
"KCTD10","turquoise"
"MT1L","turquoise"
"ARRDC2","turquoise"
"LPHN2","grey"
"LOC101927806","turquoise"
"RN7SL564P","turquoise"
"PPP1R3C","turquoise"
"NDUFA7","turquoise"
"NEU1","turquoise"
"GIT1","turquoise"
"DSC2","grey"
"SNORD38A","turquoise"
"SIAE","turquoise"
"BCL2L15","grey"
"JPH1","turquoise"
"DCUN1D3","turquoise"
"CLTB","turquoise"
"ECI2","grey"
"GAL","turquoise"
"STIP1","turquoise"
"MIRLET7F1","turquoise"
"MUC20","grey"
"POLE","turquoise"
"FDXACB1","turquoise"
"LY75-CD302","brown"
"MECR","turquoise"
"HERC5","grey"
"SSBP4","turquoise"
"NDUFB7","turquoise"
"COMMD10","turquoise"
"SLC39A11","turquoise"
"SNORA62","turquoise"
"MRPL53","turquoise"
"C7orf50","turquoise"
"KXD1","turquoise"
"RPL13AP5","turquoise"
"MICA","turquoise"
"GUSBP11","turquoise"
"COL4A2","turquoise"
"PTGFRN","turquoise"
"CYP4F3","turquoise"
"TMEM127","turquoise"
"SH3GLB2","turquoise"
"ARMC4","turquoise"
"UNC13D","turquoise"
"CYFIP1","turquoise"
"SNORD34","turquoise"
"NEDD9","turquoise"
"LSAMP","grey"
"RMND5B","turquoise"
"TMEM117","grey"
"HIRA","turquoise"
"SNORD116-22","grey"
"RNU6-96P","turquoise"
"PSMC3","turquoise"
"LIG3","turquoise"
"FAM107B","turquoise"
"STEAP2","turquoise"
"HDAC6","turquoise"
"WBSCR22","turquoise"
"EIF4EBP1","turquoise"
"IFT46","turquoise"
"SEMA7A","turquoise"
"NRG4","grey"
"HMGN5","grey"
"ZFPL1","turquoise"
"BCAM","turquoise"
"PRKCA","turquoise"
"ADD1","turquoise"
"WDR1","turquoise"
"PIGL","turquoise"
"PLEKHF1","turquoise"
"ABCA5","turquoise"
"CACHD1","turquoise"
"TAPBP","turquoise"
"CEP41","turquoise"
"XPNPEP1","turquoise"
"NARS2","turquoise"
"RN7SL448P","turquoise"
"NDUFA11","turquoise"
"SLC44A2","turquoise"
"ZC4H2","grey"
"CCBL1","turquoise"
"CIAO1","turquoise"
"ADH5P4","turquoise"
"PCYT1B","turquoise"
"ARPIN","turquoise"
"FANCF","turquoise"
"EDC4","turquoise"
"GDF15","turquoise"
"ADAL","grey"
"TTL","turquoise"
"CLDN10","blue"
"RNF138","turquoise"
"INPP5K","turquoise"
"ARRDC3","grey"
"RPL35P5","turquoise"
"KCNK1","grey"
"RRN3P1","turquoise"
"FAM169A","turquoise"
"KDELC2","turquoise"
"AVPI1","turquoise"
"TTI2","turquoise"
"RN7SL300P","turquoise"
"IFIT3","grey"
"RNU1-67P","turquoise"
"EHMT2","turquoise"
"HS6ST2","turquoise"
"CTC1","turquoise"
"COMMD4","turquoise"
"XYLT2","turquoise"
"RN7SL655P","turquoise"
"IGFBP3","grey"
"EIF4G1","turquoise"
"GPR176","turquoise"
"SRRD","turquoise"
"MRPL11","turquoise"
"LOC613266","blue"
"NR3C1","turquoise"
"ASRGL1","turquoise"
"ST6GALNAC2","grey"
"MVD","turquoise"
"IL31RA","grey"
"PAICS","turquoise"
"LAMA5","turquoise"
"MED10","turquoise"
"TRIM4","turquoise"
"C11orf68","turquoise"
"FXR2","turquoise"
"HLA-G","turquoise"
"RPL13AP25","turquoise"
"MSL3P1","turquoise"
"FOXK1","turquoise"
"BHLHA9","turquoise"
"MAN1A1","grey"
"SLC35A5","turquoise"
"RRM2B","turquoise"
"MSANTD2","turquoise"
"MAML2","grey"
"TGFBR3","turquoise"
"SNORA46","turquoise"
"RNF130","turquoise"
"STRA13","turquoise"
"EEF1G","turquoise"
"MGAT4A","blue"
"PPM1F","turquoise"
"OIP5","turquoise"
"HSD17B8","turquoise"
"BIN1","turquoise"
"SDHAP1","turquoise"
"NUP50","turquoise"
"MID1IP1","turquoise"
"IRAK3","grey"
"MKRN1","turquoise"
"TEAD2","turquoise"
"RPP40","turquoise"
"MYO5C","grey"
"TEN1","turquoise"
"TPI1","turquoise"
"PDE10A","blue"
"RPSAP56","turquoise"
"LRRN4","turquoise"
"DLX2","turquoise"
"ZNF787","turquoise"
"RNF180","grey"
"SLC25A22","turquoise"
"GET4","turquoise"
"MCRS1","turquoise"
"DDIT3","turquoise"
"CCDC86","turquoise"
"MAGED1","grey"
"VLDLR","blue"
"CHDC2","grey"
"CPSF1","turquoise"
"TLDC1","turquoise"
"NUP43","turquoise"
"TYK2","turquoise"
"ZDBF2","grey"
"CDS1","brown"
"NFATC2IP","turquoise"
"PGAP3","turquoise"
"SNORD27","turquoise"
"SLC9A4","brown"
"TCF19","turquoise"
"SEMA3B","turquoise"
"MRC2","turquoise"
"POLDIP3","turquoise"
"FKBP14","turquoise"
"CD200","turquoise"
"ZNF263","turquoise"
"SH3BGRL2","grey"
"KLHL42","turquoise"
"FAM160A2","turquoise"
"MIER2","turquoise"
"BLVRA","turquoise"
"COX15","turquoise"
"AKR1E2","grey"
"PCCB","turquoise"
"ORC1","turquoise"
"EEF2","turquoise"
"SLC16A2","turquoise"
"STUB1","turquoise"
"IKBKB","turquoise"
"LINC01106","turquoise"
"GGA1","turquoise"
"NOSIP","turquoise"
"ACTN4","turquoise"
"PLK1","turquoise"
"KDM4A","turquoise"
"WDR37","turquoise"
"FAM114A2","turquoise"
"STEAP3","turquoise"
"SEMA6B","turquoise"
"RPP25L","turquoise"
"FLNB","turquoise"
"DYNC2H1","turquoise"
"CD276","turquoise"
"SLC7A1","turquoise"
"INPP5A","turquoise"
"L2HGDH","turquoise"
"NAT8L","turquoise"
"JAM2","grey"
"SGSH","turquoise"
"MED11","turquoise"
"ARHGEF1","turquoise"
"ARHGAP24","turquoise"
"HOXA5","turquoise"
"SNORD44","turquoise"
"ATP5H","turquoise"
"POC1B-GALNT4","turquoise"
"TBC1D30","turquoise"
"DUS2","turquoise"
"IGFBP7","grey"
"SERPINB8","turquoise"
"NEDD4","turquoise"
"HDAC3","turquoise"
"SIGIRR","turquoise"
"CLDN4","turquoise"
"ATG14","turquoise"
"PSEN2","turquoise"
"LOC100134868","turquoise"
"BMP6","blue"
"PTCHD4","turquoise"
"ULK3","turquoise"
"TCN2","turquoise"
"FAM173B","turquoise"
"EIF3J-AS1","turquoise"
"CD82","turquoise"
"FOXRED1","turquoise"
"CORO7","turquoise"
"LOXL4","turquoise"
"DNASE2","turquoise"
"NANP","turquoise"
"PPP1R3D","turquoise"
"CDC25B","turquoise"
"QPRT","grey"
"PASK","turquoise"
"RRP1","turquoise"
"PLXNB2","turquoise"
"GCA","grey"
"ABCC1","turquoise"
"RPL13AP20","turquoise"
"ITGA6","turquoise"
"CCDC94","turquoise"
"DDAH2","turquoise"
"ZDHHC24","turquoise"
"LIX1L","turquoise"
"EEFSEC","turquoise"
"ZNF440","turquoise"
"BACE2","turquoise"
"GTF3C2","turquoise"
"EFCAB4B","turquoise"
"UQCRH","turquoise"
"TECR","turquoise"
"TTC28","turquoise"
"FKBP9","turquoise"
"UTS2B","turquoise"
"NPHP3-ACAD11","turquoise"
"FAM105A","turquoise"
"LUZP1","turquoise"
"GPX1","turquoise"
"MEN1","turquoise"
"SYCP2","brown"
"DHX33","turquoise"
"DDX11","turquoise"
"RNY4P19","turquoise"
"NLE1","turquoise"
"NUP188","turquoise"
"UGCG","turquoise"
"STON2","turquoise"
"HNRNPH2","turquoise"
"SEL1L3","brown"
"NSMF","turquoise"
"EMC10","turquoise"
"FAM83G","turquoise"
"POLR3H","turquoise"
"TRABD","turquoise"
"PAPPA","turquoise"
"SLCO1B7","turquoise"
"SUN1","turquoise"
"MSRB2","turquoise"
"ITFG2","turquoise"
"TSPY26P","turquoise"
"SEC16A","turquoise"
"OAS3","turquoise"
"DBP","turquoise"
"TGOLN2","turquoise"
"LDLR","turquoise"
"VKORC1","turquoise"
"PDZK1IP1","turquoise"
"STK24","turquoise"
"GNB4","turquoise"
"JOSD1","turquoise"
"GSTM4","grey"
"CPPED1","grey"
"RNA5SP33","turquoise"
"ACSL1","grey"
"MICB","turquoise"
"RFX5","turquoise"
"ALDH1A3","turquoise"
"HN1L","turquoise"
"DNPEP","turquoise"
"PRSS12","grey"
"TPCN2","turquoise"
"ASS1P11","turquoise"
"DIO2","grey"
"MXRA8","turquoise"
"SLC12A8","turquoise"
"CRAT","turquoise"
"CCS","turquoise"
"PCSK7","turquoise"
"SLC8B1","turquoise"
"FBXW5","turquoise"
"P2RX5","turquoise"
"CYYR1","turquoise"
"LMO4","turquoise"
"PTPRB","grey"
"UTRN","grey"
"TRERF1","turquoise"
"EGFR","turquoise"
"FUZ","turquoise"
"ZIK1","turquoise"
"HN1","turquoise"
"PLXDC2","grey"
"HDGF","turquoise"
"TTC31","turquoise"
"CPSF3L","turquoise"
"PRKAR2A","turquoise"
"ERBB3","grey"
"AARS2","turquoise"
"TEAD4","turquoise"
"URB2","turquoise"
"C21orf33","turquoise"
"NBPF3","turquoise"
"CYP2C18","grey"
"ABCC5","turquoise"
"KIAA0930","turquoise"
"BRI3BP","turquoise"
"PMCH","blue"
"PISD","turquoise"
"EPM2AIP1","grey"
"SNORA67","turquoise"
"GDAP1","turquoise"
"FAR2","grey"
"THBS3","turquoise"
"PHLDA3","turquoise"
"ALKBH3","turquoise"
"STRIP2","turquoise"
"SMG5","turquoise"
"PQBP1","turquoise"
"FGF18","grey"
"ATP6V0D1","turquoise"
"ZFYVE1","turquoise"
"MAGOH","turquoise"
"METTL23","turquoise"
"CTDSP2","turquoise"
"CAT","grey"
"AP5S1","turquoise"
"RASSF6","grey"
"SLCO3A1","grey"
"SUV39H1","turquoise"
"COPE","turquoise"
"TRAPPC5","turquoise"
"E2F7","turquoise"
"ADAM12","turquoise"
"ZNF724P","blue"
"RABL6","turquoise"
"N6AMT2","turquoise"
"SPATA6","grey"
"NFE2L3","turquoise"
"UBE2Z","turquoise"
"COQ4","turquoise"
"CA5BP1","turquoise"
"ELOVL1","turquoise"
"GNA15","turquoise"
"VPS25","turquoise"
"GPR98","turquoise"
"PET112","turquoise"
"C21orf119","turquoise"
"POLR1A","turquoise"
"TMEM173","turquoise"
"TMUB2","turquoise"
"SCHIP1","turquoise"
"CNTROB","turquoise"
"TENC1","turquoise"
"ABL2","turquoise"
"CYBA","turquoise"
"COLGALT2","turquoise"
"RNU6-447P","turquoise"
"DMC1","turquoise"
"ZIC1","turquoise"
"ATG13","turquoise"
"HOXB3","turquoise"
"DNASE1L1","turquoise"
"GADD45B","turquoise"
"RAPGEFL1","turquoise"
"FIGN","grey"
"SLC25A13","turquoise"
"DSTNP2","turquoise"
"RN7SL617P","turquoise"
"GATM","turquoise"
"BZW2","turquoise"
"POLR3G","turquoise"
"CASKIN2","turquoise"
"BNC2","grey"
"ZNF382","grey"
"MST1R","turquoise"
"STX2","turquoise"
"PCSK5","grey"
"PSMB1","turquoise"
"GSAP","turquoise"
"SAE1","turquoise"
"CCDC169","turquoise"
"SNORD12C","turquoise"
"MYO1E","turquoise"
"FBXO42","turquoise"
"FLJ36840","turquoise"
"COLEC10","grey"
"SERINC5","turquoise"
"TAP1","turquoise"
"RHOT2","turquoise"
"SGTA","turquoise"
"FTSJ2","turquoise"
"PAM","turquoise"
"CDK10","turquoise"
"RNPEP","turquoise"
"PNPLA3","turquoise"
"ANKEF1","brown"
"PPP2R2C","turquoise"
"SATB2","grey"
"S100A6","turquoise"
"RHOBTB1","turquoise"
"PC","turquoise"
"TBC1D8B","grey"
"LAMB2","turquoise"
"BCL11A","turquoise"
"ZNF483","grey"
"SMN1","turquoise"
"NDUFS8","turquoise"
"SDHAF2","turquoise"
"PSAP","turquoise"
"FAM58A","turquoise"
"SIPA1L2","grey"
"CHST10","turquoise"
"NADSYN1","turquoise"
"CNTNAP1","turquoise"
"OSGEP","turquoise"
"PSG5","turquoise"
"DHCR24","turquoise"
"STEAP1","grey"
"SNORA4","turquoise"
"TIMELESS","turquoise"
"PMM2","turquoise"
"SLC12A7","turquoise"
"SORD","turquoise"
"TAGLN2","turquoise"
"MMS19","turquoise"
"MARS","turquoise"
"MAP3K5","grey"
"NFE2L1","turquoise"
"SNORD31","turquoise"
"FANCA","turquoise"
"NGFRAP1","turquoise"
"C17orf96","turquoise"
"KBTBD6","turquoise"
"AMER1","turquoise"
"GXYLT2","grey"
"LYPLA2","turquoise"
"MTA2","turquoise"
"TOM1","turquoise"
"SPINT1","brown"
"CUTA","turquoise"
"PPIA","turquoise"
"CHMP1B","turquoise"
"MEF2B","turquoise"
"FAU","turquoise"
"CENPH","turquoise"
"SLCO4A1","turquoise"
"DDR1","turquoise"
"RNA5SP191","turquoise"
"GAA","turquoise"
"RBM42","turquoise"
"RN7SKP231","turquoise"
"EIF3B","turquoise"
"SULT1C2","blue"
"TMEM37","turquoise"
"CLEC1A","turquoise"
"PLCD1","turquoise"
"UBE2G2","turquoise"
"SNORA2B","turquoise"
"BCR","turquoise"
"ACTBL2","grey"
"RNA5SP19","turquoise"
"PARD6G","turquoise"
"KIF1C","turquoise"
"S100A4","grey"
"CNRIP1","turquoise"
"TMEM186","turquoise"
"TSSC1","turquoise"
"THOP1","turquoise"
"MYO1B","grey"
"IL20RA","turquoise"
"NEBL","turquoise"
"SLC25A20","turquoise"
"PDE2A","turquoise"
"ARNTL2","grey"
"ZNF282","turquoise"
"COPZ2","turquoise"
"SLC43A1","turquoise"
"TMED4","turquoise"
"TNIP3","grey"
"LLGL2","turquoise"
"LPAR4","turquoise"
"STK35","turquoise"
"ATP5EP2","turquoise"
"RNU6-110P","turquoise"
"CIAPIN1","turquoise"
"LAMTOR4","turquoise"
"DMKN","turquoise"
"AGPAT5","turquoise"
"SEMA3F","turquoise"
"FGF1","turquoise"
"IL1RN","turquoise"
"LRRK2","grey"
"RALBP1","turquoise"
"NAV2","turquoise"
"SNX8","turquoise"
"CDA","grey"
"RPS6KA4","turquoise"
"NTHL1","turquoise"
"MAP7","brown"
"ALKBH7","turquoise"
"PI4KB","turquoise"
"SUB1","turquoise"
"DDOST","turquoise"
"TMEM8A","turquoise"
"CHURC1-FNTB","turquoise"
"RN7SL653P","turquoise"
"ATP13A2","turquoise"
"CELSR1","turquoise"
"ZFP36L2","turquoise"
"SHPK","turquoise"
"B4GALT6","turquoise"
"ABCC3","grey"
"DAP","turquoise"
"MOB3A","turquoise"
"CHPF","turquoise"
"SLC44A5","turquoise"
"P2RY1","turquoise"
"MED29","turquoise"
"PCDHB9","turquoise"
"LHX1","turquoise"
"C14orf159","turquoise"
"ALS2CL","turquoise"
"PKMYT1","turquoise"
"SLC37A1","turquoise"
"ING5","turquoise"
"STK11IP","turquoise"
"RNU6-491P","turquoise"
"CDCA2","turquoise"
"DEDD","turquoise"
"SASH1","turquoise"
"LSM10","turquoise"
"RBMX","turquoise"
"RNF17","turquoise"
"COL17A1","turquoise"
"H2AFY","turquoise"
"MDFIC","turquoise"
"AFG3L2","turquoise"
"PCDHB10","turquoise"
"GUSBP2","turquoise"
"NDEL1","turquoise"
"PDGFC","grey"
"STX5","turquoise"
"PCBP4","turquoise"
"ESAM","turquoise"
"DRG2","turquoise"
"LGALS4","turquoise"
"THAP4","turquoise"
"GALNS","turquoise"
"RANGRF","turquoise"
"ARF5","turquoise"
"GEM","grey"
"TNPO3","turquoise"
"IGSF3","turquoise"
"MAFG","turquoise"
"QARS","turquoise"
"RNF213","turquoise"
"AMPD2","turquoise"
"CHMP4C","brown"
"CMTM7","turquoise"
"ST3GAL5","turquoise"
"SNORA24","turquoise"
"RRP36","turquoise"
"WRAP53","turquoise"
"SH3RF2","turquoise"
"ST6GALNAC3","turquoise"
"GPCPD1","turquoise"
"CUEDC2","turquoise"
"CAMKK1","turquoise"
"DOK5","grey"
"CTNS","turquoise"
"F2R","turquoise"
"WIPI2","turquoise"
"RPS2","turquoise"
"SHISA9","turquoise"
"SIN3B","turquoise"
"CDKN1A","turquoise"
"CCDC9","turquoise"
"ZNF655","turquoise"
"FGFR1","grey"
"JMJD8","turquoise"
"CHRNB1","turquoise"
"CD74","brown"
"HIST2H2BC","turquoise"
"MYH10","turquoise"
"PDK4","blue"
"FBXO31","turquoise"
"SHCBP1","turquoise"
"SNORA44","turquoise"
"REEP6","turquoise"
"RHPN2","turquoise"
"NOP56","turquoise"
"ICAM2","turquoise"
"CDYL2","turquoise"
"HMGN2P20","turquoise"
"SEPT9","turquoise"
"TIMM50","turquoise"
"PTPRC","grey"
"TTC38","turquoise"
"FASTK","turquoise"
"IER5","turquoise"
"FOXD1","turquoise"
"GUK1","turquoise"
"CHN2","grey"
"H1FX","turquoise"
"TSPAN3","turquoise"
"FHL2","turquoise"
"RDH10","grey"
"TMEM205","turquoise"
"HMGN2P25","turquoise"
"ZNF415","grey"
"RPL23","turquoise"
"RN7SL125P","turquoise"
"MTSS1","grey"
"ZFP30","turquoise"
"GATA3","turquoise"
"G0S2","turquoise"
"GRPEL2","turquoise"
"RNA5SP268","turquoise"
"AKR1B1","turquoise"
"BASP1","turquoise"
"PTPN22","turquoise"
"SAV1","turquoise"
"COX19","turquoise"
"CCDC125","grey"
"SREBF1","turquoise"
"TRAPPC6A","turquoise"
"ETNK2","turquoise"
"FABP3","grey"
"TUBB4B","turquoise"
"TRAPPC2L","turquoise"
"MTG1","turquoise"
"LONRF1","turquoise"
"MED16","turquoise"
"HLA-A","turquoise"
"RN7SL735P","turquoise"
"SLC25A6","turquoise"
"CALCOCO1","turquoise"
"WDR45","turquoise"
"SHMT2","turquoise"
"TERC","turquoise"
"REPIN1","turquoise"
"BOK","turquoise"
"SLC25A37","turquoise"
"SLC23A2","turquoise"
"MIR15A","turquoise"
"DHRS1","turquoise"
"ZNF93","blue"
"EXOC4","turquoise"
"NAV1","turquoise"
"MR1","turquoise"
"ZDHHC2","grey"
"GNB1","turquoise"
"MYO19","turquoise"
"BSPRY","turquoise"
"LDOC1L","turquoise"
"CYTH3","turquoise"
"CCDC159","turquoise"
"WNT7A","turquoise"
"ZC3HAV1L","turquoise"
"UBASH3B","turquoise"
"RILP","turquoise"
"MISP","turquoise"
"SEC61A1","turquoise"
"PHB","turquoise"
"MYCT1","turquoise"
"MTA1","turquoise"
"DDX60","grey"
"NSUN6","turquoise"
"CD93","turquoise"
"GLOD4","turquoise"
"TMEM9","turquoise"
"NUBP1","turquoise"
"NDUFA3","turquoise"
"TOP3B","turquoise"
"BCKDK","turquoise"
"OSBPL10","turquoise"
"ERGIC1","turquoise"
"NF2","turquoise"
"NCAPG2","turquoise"
"SRBD1","turquoise"
"GLTP","turquoise"
"KLK10","turquoise"
"CDH18","brown"
"ZC3H15","blue"
"ZC3H3","turquoise"
"C5","turquoise"
"GSTA1","turquoise"
"VWDE","turquoise"
"RAP1GAP2","turquoise"
"TOR1A","turquoise"
"GOT2","turquoise"
"FAM84B","turquoise"
"NPR2","turquoise"
"DNMBP","turquoise"
"PATZ1","turquoise"
"LTBR","turquoise"
"FAM219B","turquoise"
"ANKRD27","turquoise"
"GM2A","turquoise"
"APBA2","turquoise"
"UBXN6","turquoise"
"MBD1","turquoise"
"HCAR2","turquoise"
"BUB3","turquoise"
"ZNF749","turquoise"
"RERG","grey"
"TMPO","turquoise"
"AACS","turquoise"
"AGPAT4","turquoise"
"PTK7","turquoise"
"PRAF2","turquoise"
"GPD1L","turquoise"
"PIH1D1","turquoise"
"CNN2","turquoise"
"SLC29A1","turquoise"
"NMT2","turquoise"
"RN7SL368P","turquoise"
"TM7SF2","turquoise"
"PRKACB","turquoise"
"POLA2","turquoise"
"SGK2","turquoise"
"FBXO21","turquoise"
"CHAF1B","turquoise"
"SLC43A2","turquoise"
"POLR2L","turquoise"
"RASGRP1","blue"
"UCP2","blue"
"SUPT5H","turquoise"
"CCNE1","turquoise"
"APLN","turquoise"
"C8orf33","turquoise"
"DNAJC11","turquoise"
"CHERP","turquoise"
"LYRM9","turquoise"
"SLC25A46","turquoise"
"SLC25A15","turquoise"
"GNL1","turquoise"
"HFE","turquoise"
"ADCK1","turquoise"
"SKAP2","grey"
"APOL6","grey"
"ETV3","turquoise"
"PAIP2B","turquoise"
"POLR2D","turquoise"
"EHMT1","turquoise"
"ZNF185","turquoise"
"AKAP1","turquoise"
"ADCK3","turquoise"
"SKIDA1","turquoise"
"DAPP1","brown"
"GALE","turquoise"
"GALNT6","turquoise"
"FAM207A","turquoise"
"OR51B4","turquoise"
"SLITRK6","grey"
"PEX14","turquoise"
"CITED2","turquoise"
"RELA","turquoise"
"FBXW4","turquoise"
"AHCYL1","turquoise"
"HAUS5","turquoise"
"PFKFB3","turquoise"
"DIS3L2","turquoise"
"MREG","turquoise"
"UBAC1","turquoise"
"SMPDL3A","grey"
"MAEA","turquoise"
"UHRF1","turquoise"
"GCDH","turquoise"
"HDGFRP2","turquoise"
"C11orf31","turquoise"
"PHRF1","turquoise"
"TGFB1I1","turquoise"
"LOC645166","turquoise"
"DST","turquoise"
"DOLK","turquoise"
"FAR1","turquoise"
"CDH17","grey"
"LAD1","turquoise"
"CERCAM","turquoise"
"HNF1A-AS1","turquoise"
"PGRMC1","turquoise"
"UNC13A","turquoise"
"NISCH","turquoise"
"EPHX2","turquoise"
"TLR6","turquoise"
"PAFAH1B3","turquoise"
"COLEC12","turquoise"
"MAP1S","turquoise"
"SMARCAL1","turquoise"
"GSDMD","turquoise"
"MLST8","turquoise"
"PMAIP1","grey"
"PRDM14","turquoise"
"CYHR1","turquoise"
"SLC7A6","turquoise"
"DAZAP1","turquoise"
"PDCD2L","turquoise"
"ADCY7","turquoise"
"KERA","grey"
"PRADC1","turquoise"
"MRAP2","turquoise"
"NR5A2","turquoise"
"DNAJC30","turquoise"
"OSR2","turquoise"
"TCEAL8","grey"
"SLC16A14","turquoise"
"ATP5J2-PTCD1","turquoise"
"TUBB7P","turquoise"
"LY6K","turquoise"
"TCTA","turquoise"
"PITX1","turquoise"
"PDIA6","turquoise"
"ABCC10","turquoise"
"ITPR3","turquoise"
"TOLLIP","turquoise"
"TP53RK","turquoise"
"TXNRD2","turquoise"
"SERPINI1","turquoise"
"MSX2","turquoise"
"CCNB1IP1","turquoise"
"TRIM27","turquoise"
"FAT2","turquoise"
"LOC100133091","turquoise"
"NDUFC1","turquoise"
"SAMD12","turquoise"
"FAM73B","turquoise"
"CD320","turquoise"
"PYCRL","turquoise"
"ZNF768","turquoise"
"GSS","turquoise"
"GTPBP2","turquoise"
"GRB14","blue"
"FTL","turquoise"
"TBC1D32","turquoise"
"ZNF542P","grey"
"PCDHB13","turquoise"
"RFPL4A","turquoise"
"IL7","grey"
"RN7SKP79","turquoise"
"MRPL30","turquoise"
"SEC14L1","turquoise"
"HIST1H3F","turquoise"
"BSCL2","turquoise"
"KAT5","turquoise"
"HECW2","turquoise"
"ZNF574","turquoise"
"GJC2","turquoise"
"ALDH4A1","turquoise"
"LIMK2","turquoise"
"MIF4GD","turquoise"
"CLK2P","turquoise"
"RN7SKP170","turquoise"
"LAGE3","turquoise"
"CTU2","turquoise"
"RN7SL357P","turquoise"
"CTNNBL1","turquoise"
"HSPG2","turquoise"
"CXCL6","turquoise"
"ROR2","turquoise"
"ALG12","turquoise"
"AXIN1","turquoise"
"UTP6","turquoise"
"CHCHD4","turquoise"
"CCL28","brown"
"FAHD1","turquoise"
"FAM83D","turquoise"
"PEX2","turquoise"
"SLC16A13","turquoise"
"KAT2A","turquoise"
"LAMA1","turquoise"
"LHX8","turquoise"
